sku_record_id,geo_market,brand_name,category,sub_category,product_portfolio,product_name,product_description,variant_flavor_scent,pack_size,form_factor,upc_or_gtin,retailer_sku_id,retailer,product_url,source_type,confidence,date_collected
CL-CA-COLGATE-0064,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate 360,"Colgate 360° Advanced Whitening Toothbrush, Soft Adult Toothbrush, 1 Pack","The Colgate 360⁰ Advanced Optic White soft manual toothbrush features an advanced multi-action bristle design (vs. an ordinary flat trim toothbrush), polishing bristles to remove teeth stains, and an innovative cheek & tongue cleaner design to remove bacteria from teeth, tongue, cheeks, and gums.",n.a.,n.a.,Brush,n.a.,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/360-whitening-soft,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0065,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate 360,"Colgate 360° Charcoal Toothbrush, Adult Soft Toothbrush","The Colgate 360° Charcoal adult toothbrush has charcoal infused floss-tip bristles† and whitens teeth‡. Made in a zero true waste, LEED-certified facility, the Colgate 360° toothbrush has a 100% recycled paperboard backercard.",Charcoal,n.a.,Brush,035000994530,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/360-charcoal,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0066,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate 360,"Colgate 360° Deep Clean Toothbrush, Medium Adult Toothbrush, 1 Pack","<p>The Colgate 360° Deep Clean Medium Toothbrush features multiheight medium bristles that help clean in between teeth and along the gumline. The cleaning bristles and polishing cups of this deep clean toothbrush help remove more plaque and stains than an ordinary flat-trim toothbrush. This adult toothbrush offers 4-in-1 bacteria removal and removes bacteria from the teeth, tongue, cheeks, and gum",n.a.,1 ct,Brush,058000006140,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/colgate-360-deep-clean-toothbrush,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0067,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate 360,"Colgate 360° Floss-Tip Toothbrush, Medium Adult Toothbrush, 1 Pack<br/>",The Colgate 360° Floss-Tip Toothbrush* features medium Floss-Tip* bristles that gently reach deep between teeth and along the gumline to provide a deep clean.,n.a.,n.a.,Brush,n.a.,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/360-total-advanced-floss-tip-toothbrush,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0068,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate 360,"Colgate 360° Floss-Tip Toothbrush, Soft Adult Toothbrush, 1 Pack",The Colgate 360° Floss-Tip Toothbrush* features soft Floss-Tip* bristles that gently reach deep between teeth and along the gumline for a deep clean.,n.a.,1 ct,Brush,827854000266,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/colgate-360-advanced-floss-tip,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0069,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate 360,"Colgate 360° Toothbrush with Tongue and Cheek Cleaner, Soft",This manual toothbrush has an ergonomic handle design and a unique cheek & tongue cleaner that helps reduce 151% more bacteria that cause bad breath versus brushing teeth alone with an ordinary flat-trim toothbrush.,n.a.,n.a.,Brush,058000006157,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/colgate-360-toothbrush-deep-clean,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0070,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate 360,"Colgate 360° Whitening Toothbrush, Soft",Listed on Colgate brand site product carousel with barcode 058000309968,n.a.,n.a.,Brush,058000309968,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/colgate-360-toothbrush,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0071,Canada,Colgate,Toothbrush,Electric / battery toothbrush,Colgate 360,Colgate Adult Toothbrush 360 Battery Sonic Powered Charcoal Soft,Voila.ca (Sobeys/Safeway Canada) retailer listing.,Charcoal,n.a.,Brush,n.a.,Voila article 655671EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-adult-toothbrush-360-battery-sonic-powered-charcoal-soft/655671EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0072,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate 360,Colgate Manuel 360 Clean Between Medium Toothbrush,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,n.a.,Brush,n.a.,Voila article 379709EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-manuel-360-clean-between-medium-toothbrush/379709EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0073,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate 360,Colgate Toothbrush 360 Charcoal Power,Voila.ca (Sobeys/Safeway Canada) retailer listing.,Charcoal,n.a.,Brush,n.a.,Voila article 949565EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-toothbrush-360-charcoal-power/949565EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0074,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate 360,Colgate Toothbrush 360 Medium,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,n.a.,Brush,n.a.,Voila article 438769EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-toothbrush-360-medium/438769EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0075,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate 360,Colgate Toothbrush 360 Soft,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,n.a.,Brush,n.a.,Voila article 438768EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-toothbrush-360-soft/438768EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0076,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Bamboo Charcoal,Colgate Bamboo Charcoal Manual Toothbrush,Well.ca retailer listing (Canada).,Charcoal,n.a.,Brush,n.a.,Well.ca sku 215640,Well.ca,https://well.ca/products/colgate-bamboo-charcoal-manual_215640.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0077,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Bamboo Charcoal,Colgate Bamboo Charcoal Toothbrush Soft,Well.ca retailer listing (Canada).,Charcoal,n.a.,Brush,n.a.,Well.ca sku 190805,Well.ca,https://well.ca/products/colgate-bamboo-charcoal-toothbrush_190805.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0078,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Bamboo Charcoal,Colgate Kids Toothbrush Bamboo Handle,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,n.a.,Brush,n.a.,Voila article 906446EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-kids-toothbrush-bamboo-handle/906446EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0079,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Bamboo Charcoal,Colgate Toothbrush Charcoal Bamboo Soft,Voila.ca (Sobeys/Safeway Canada) retailer listing.,Charcoal,n.a.,Brush,n.a.,Voila article 501788EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-toothbrush-charcoal-bamboo-soft/501788EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0080,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Cavity Protection Fluoride Toothpaste,"Formulated with fluoride, it is clinically proven to help strengthen teeth by repairing weak spots and leaves your mouth feeling fresh and clean.",n.a.,n.a.,Paste / Gel,058000310483,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothpaste/cc-cavity-protection,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0081,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Cavity Protection Fluoride Toothpaste Regular 60Ml,Walmart Canada retailer listing.,n.a.,60 mL,Paste / Gel,n.a.,Walmart.ca item 10075628,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Cavity-Protection-Fluoride-Toothpaste-Regular-60ml/10075628,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0082,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Cavity Protection Fluoride Toothpaste Regular 95Ml,Walmart Canada retailer listing.,n.a.,95 mL,Paste / Gel,n.a.,Walmart.ca item 6000195573257,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Cavity-Protection-Fluoride-Toothpaste-Regular-95ml/6000195573257,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0083,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Cavity Protection Fluoride Toothpaste Regular Value Pack 4X120Ml,Walmart Canada retailer listing.,n.a.,120 mL,Paste / Gel,n.a.,Walmart.ca item 6000197741662,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Cavity-Protection-Fluoride-Toothpaste-Regular-Value-pack-4x120ml/6000197741662,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0084,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Cavity Protection Fluoride Toothpaste Winterfresh 95Ml,Walmart Canada retailer listing.,n.a.,95 mL,Paste / Gel,n.a.,Walmart.ca item 6000195573254,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Cavity-Protection-Fluoride-Toothpaste-Winterfresh-95ml/6000195573254,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0085,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,"Colgate Cavity Protection Fluoride Toothpaste, Winterfresh","Formulated with fluoride, it is clinically proven to help strengthen teeth by repairing weak spots and leaves your mouth feeling fresh and clean.",n.a.,n.a.,Paste / Gel,058000313293,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothpaste/cc-cavity-protection-winterfresh,Brand site,Medium,2026-08-31
CL-CA-COLGATE-0086,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Cavity Protection Kids Fluoride Toothpaste Surprise Mild Bubble Fruit 75 Ml,Walmart Canada retailer listing.,Bubble Fruit,75 mL,Paste / Gel,n.a.,Walmart.ca item 10036256,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Cavity-Protection-Kids-Fluoride-Toothpaste-Surprise-Mild-Bubble-Fruit-75-mL/10036256,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0087,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Kids Cavity Protection Toothpaste,Well.ca retailer listing (Canada).,n.a.,n.a.,Paste / Gel,n.a.,Well.ca sku 215630,Well.ca,https://well.ca/products/colgate-kids-cavity-protection_215630.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0088,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Kids Toothpaste Cavity Protection Bubble Fruit Value Pack 2X5Ml,Walmart Canada retailer listing.,Bubble Fruit,5 mL,Paste / Gel,n.a.,Walmart.ca item 6000202431688,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Kids-Toothpaste-Cavity-Protection-Bubble-Fruit-Value-Pack-2x5ml/6000202431688,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0089,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Regular Cavity Protection Flouride Toothpaste,Open barcode database record (barcode 0058000313194); brands field: Colgate.,n.a.,95 mL,Paste / Gel,058000313194,n.a.,n.a. (open barcode database),"https://world.openbeautyfacts.org/api/v2/search?brands_tags=colgate&countries_tags=en%3Acanada&fields=code,product_name,generic_name,brands,quantity,categories_tags,product_quantity,labels_tags,url&page_size=100&page=1",UPC database,Medium,2026-08-31
CL-CA-COLGATE-0090,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Regular Cavity Protection Toothpaste,Well.ca retailer listing (Canada).,n.a.,n.a.,Paste / Gel,n.a.,Well.ca sku 167989,Well.ca,https://well.ca/products/colgate-regular-cavity-protection_167989.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0091,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Toothpaste Cavity Protection,Open barcode database record (barcode 0058000310483); brands field: Colgate.,n.a.,60ml,Paste / Gel,058000310483,n.a.,n.a. (open barcode database),"https://world.openbeautyfacts.org/api/v2/search?brands_tags=colgate&countries_tags=en%3Acanada&fields=code,product_name,generic_name,brands,quantity,categories_tags,product_quantity,labels_tags,url&page_size=100&page=1",UPC database,Medium,2026-08-31
CL-CA-COLGATE-0092,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Winterfresh Cavity Protection Flouride Toothpaste,Open barcode database record (barcode 0058000313293); brands field: Colgate.,n.a.,95 mL,Paste / Gel,058000313293,n.a.,n.a. (open barcode database),"https://world.openbeautyfacts.org/api/v2/search?brands_tags=colgate&countries_tags=en%3Acanada&fields=code,product_name,generic_name,brands,quantity,categories_tags,product_quantity,labels_tags,url&page_size=100&page=1",UPC database,Medium,2026-08-31
CL-CA-COLGATE-0093,Canada,Colgate,Toothpaste,Toothpaste,Colgate Cavity Protection,Colgate Winterfresh Cavity Protection Toothpaste,Well.ca retailer listing (Canada).,n.a.,n.a.,Paste / Gel,n.a.,Well.ca sku 167990,Well.ca,https://well.ca/products/colgate-winterfresh-cavity_167990.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0094,Canada,Colgate,Toothpaste,Toothpaste,Colgate Charcoal,Colgate Elixir Charcoal Toothpaste 80 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,Charcoal,80 mL,Paste / Gel,n.a.,Voila article 902095EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-elixir-charcoal-toothpaste-80-ml/902095EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0095,Canada,Colgate,Toothpaste,Toothpaste,Colgate Charcoal,Hello Epic Whitening Fluoride Free Activated Charcoal Toothpaste Mint 82 Ml,Walmart Canada retailer listing.,Charcoal,82 mL,Paste / Gel,n.a.,Walmart.ca item 6000202108187,Walmart Canada,https://www.walmart.ca/en/ip/hello-Epic-Whitening-Fluoride-Free-Activated-Charcoal-Toothpaste-Mint-82-ml/6000202108187,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0096,Canada,Colgate,Toothpaste,Toothpaste,Colgate Essentials,Colgate Essentials Toothpaste With Charcoal,Walmart Canada retailer listing.,Charcoal,n.a.,Paste / Gel,n.a.,Walmart.ca item 6000199125667,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Essentials-Toothpaste-with-Charcoal/6000199125667,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0097,Canada,Colgate,Toothpaste,Toothpaste,Colgate Essentials,Colgate Toothpaste Essentials With Charcoal 98 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,Charcoal,98 mL,Paste / Gel,n.a.,Voila article 949592EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-toothpaste-essentials-with-charcoal-98-ml/949592EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0098,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Extra Clean,Colgate Extra Clean Full Head Toothbrush Medium 6 Count,Walmart Canada retailer listing.,n.a.,6 ct,Brush,n.a.,Walmart.ca item 6000202055918,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Extra-Clean-Full-Head-Toothbrush-Medium-6-Count/6000202055918,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0099,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Extra Clean,Colgate Extra Clean Toothbrush Medium,Walmart Canada retailer listing.,n.a.,n.a.,Brush,n.a.,Walmart.ca item 10220113,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Extra-Clean-Toothbrush-Medium/10220113,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0100,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Extra Clean,Colgate Extra Clean Toothbrush Soft,Walmart Canada retailer listing.,n.a.,n.a.,Brush,n.a.,Walmart.ca item 10218996,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Extra-Clean-Toothbrush-Soft/10218996,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0101,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Extra Clean,Colgate Extra Clean Toothbrush Value Pack Soft 6 Count,Walmart Canada retailer listing.,n.a.,6 ct,Brush,n.a.,Walmart.ca item 6000197412912,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Extra-Clean-Toothbrush-Value-Pack-Soft-6-count/6000197412912,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0102,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Extra Clean,Colgate Extra Clean Toothbrush Value Soft,Walmart Canada retailer listing.,n.a.,n.a.,Brush,n.a.,Walmart.ca item 10220514,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Extra-Clean-Toothbrush-Value-Soft/10220514,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0103,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Extra Clean,Colgate Extra Clean Toothbrush- Soft,Well.ca retailer listing (Canada).,n.a.,n.a.,Brush,n.a.,Well.ca sku 104709,Well.ca,https://well.ca/products/colgate-extra-clean-toothbrush-soft_104709.html,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0104,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Extra Clean,Colgate Toothbrush Extra Clean Medium,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,n.a.,Brush,n.a.,Voila article 254616EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-toothbrush-extra-clean-medium/254616EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0105,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Extra Clean,Colgate Toothbrush Extra Clean Soft,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,n.a.,Brush,n.a.,Voila article 254568EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-toothbrush-extra-clean-soft/254568EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0106,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Extra Clean,Colgate Toothbrushes 360 Extra Clean Soft 2 Pack,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,2 ct,Brush,n.a.,Voila article 170653EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-toothbrushes-360-extra-clean-soft-2-pack/170653EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0107,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Extra Clean,Colgate Toothbrushes Extra Clean 3 Pack,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,3 ct,Brush,n.a.,Voila article 790810EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-toothbrushes-extra-clean-3-pack/790810EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0108,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Extra Clean,Colgate Toothbrushes Extra Clean Soft 4 Pack,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,4 ct,Brush,n.a.,Voila article 270159EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-toothbrushes-extra-clean-soft-4-pack/270159EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0109,Canada,Colgate,Toothbrush,Replacement brush heads,Colgate Keep,Colgate Keep Toothbrush Head Refills Deep Clean 2 Pack,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,2 ct,Brush,n.a.,Voila article 908962EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-keep-toothbrush-head-refills-deep-clean-2-pack/908962EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0110,Canada,Colgate,Toothbrush,Replacement brush heads,Colgate Keep,Colgate Keep Toothbrush Head Refills Whitening 2 Pack,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,2 ct,Brush,n.a.,Voila article 920362EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-keep-toothbrush-head-refills-whitening-2-pack/920362EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0111,Canada,Colgate,Toothbrush,Manual toothbrush,Colgate Kids,Colgate Bluey Toothbrush Extra Soft 2 Years 2 Pack,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,2 ct,Brush,n.a.,Voila article 185255EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-bluey-toothbrush-extra-soft-2-years-2-pack/185255EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0112,Canada,Colgate,Toothpaste,Toothpaste,Colgate Kids,Colgate Fluoride Toothpaste For Kids 75 Ml,Voila.ca (Sobeys/Safeway Canada) retailer listing.,n.a.,75 mL,Paste / Gel,n.a.,Voila article 459199EA,Voila.ca (Sobeys/Safeway Canada),https://voila.ca/products/colgate-fluoride-toothpaste-for-kids-75-ml/459199EA,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0113,Canada,Colgate,Toothpaste,Toothpaste,Colgate Kids,Colgate Fluoride Toothpaste For Kids Pokemon 75 Ml,Walmart Canada retailer listing.,n.a.,75 mL,Paste / Gel,n.a.,Walmart.ca item 6000205672863,Walmart Canada,https://www.walmart.ca/en/ip/Colgate-Fluoride-Toothpaste-for-Kids-Pokemon-75-mL/6000205672863,Retailer listing,High,2026-08-31
CL-CA-COLGATE-0114,Canada,Colgate,Toothbrush,Electric / battery toothbrush,Colgate Kids,Colgate Harry Potter Adult Battery Powered Sonic Toothbrush,"Calling all witches, wizards, and Muggles! Discover an enchanting clean right at your fingertips with the Colgate Harry Potter Adult Battery Powered Sonic Toothbrush.",n.a.,n.a.,Brush,827854027980,n.a.,Colgate.com/en-ca (brand site),https://www.colgate.com/en-ca/products/toothbrush/colgate-harry-potter-adult-battery-sonic-toothbrush,Brand site,Medium,2026-08-31
